CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
4.43,68,0,28095,3,1,High Risk
4.29,93,5,30600,3,0,High Risk
9.39,58,5,16928,1,0,Suspended
9.0,79,0,126196,8,1,Low Risk
4.91,65,1,37684,3,1,High Risk
4.47,73,3,122175,9,1,High Risk
7.49,75,2,115246,8,0,Low Risk
6.37,50,5,89453,8,1,High Risk
9.09,63,2,39583,9,-1,High Risk
8.96,51,7,134920,1,1,Suspended
8.85,55,3,65904,4,0,Medium Risk
8.76,67,4,14176,1,1,Suspended
4.34,72,2,120893,8,-1,High Risk
2.01,80,3,16611,3,-1,High Risk
5.63,49,7,82867,2,0,Suspended
5.49,83,1,95970,1,-1,Suspended
4.01,84,4,70721,8,1,High Risk
3.16,42,7,90140,4,0,Dropout
9.02,48,4,82197,4,0,Medium Risk
3.01,63,2,82322,1,0,Suspended
6.59,54,3,71710,6,0,Medium Risk
2.13,47,3,149122,1,1,Suspended
3.26,56,5,60272,1,-1,Suspended
3.88,52,1,52311,7,-1,High Risk
3.65,49,5,142019,7,-1,High Risk
7.27,63,0,125245,1,-1,Suspended
2.28,44,2,93576,2,1,Suspended
7.22,99,2,52407,2,-1,Suspended
7.33,85,2,144526,8,0,Low Risk
8.6,57,7,148822,2,-1,Suspended
5.43,70,3,32787,9,0,Medium Risk
8.45,75,7,71086,8,1,High Risk
2.25,83,7,15302,5,-1,Dropout
6.87,61,3,37313,8,-1,High Risk
8.59,50,1,20534,5,0,Medium Risk
5.86,57,4,128671,6,1,Medium Risk
9.03,81,4,104182,2,1,Suspended
5.05,78,3,26462,1,0,Suspended
5.89,54,1,66063,3,-1,High Risk
6.0,99,5,32222,3,-1,High Risk
6.23,67,7,49369,1,1,Suspended
8.95,68,3,17970,3,1,Medium Risk
8.82,42,1,84095,1,0,Suspended
8.93,77,4,97594,4,-1,High Risk
9.69,56,2,128294,3,0,Medium Risk
6.07,80,1,108756,4,-1,High Risk
7.64,81,6,57664,6,1,High Risk
2.93,95,5,27878,6,-1,High Risk
4.46,62,4,64862,7,0,High Risk
7.66,74,7,112229,5,-1,High Risk
5.69,79,4,112208,4,-1,High Risk
4.58,56,6,32650,3,0,High Risk
9.56,73,2,14860,2,-1,Suspended
2.13,36,3,131449,4,1,Dropout
4.08,60,0,11225,5,1,High Risk
9.68,95,1,102404,2,-1,Suspended
2.09,85,5,147930,7,1,High Risk
4.11,42,6,71455,1,-1,Suspended
9.35,99,3,111611,5,-1,High Risk
2.42,41,5,28394,3,-1,High Risk
7.61,56,3,61993,4,-1,High Risk
8.48,30,5,18539,7,-1,Dropout
7.84,54,4,139240,8,-1,High Risk
3.28,59,5,73797,7,1,High Risk
7.13,40,4,76558,6,0,Medium Risk
8.4,65,0,14123,6,0,Medium Risk
8.6,40,7,136462,3,0,High Risk
9.78,95,4,107869,9,0,Low Risk
2.36,42,1,133371,2,-1,Suspended
9.12,77,0,116292,8,1,Low Risk
5.33,62,6,135772,6,-1,High Risk
3.98,78,5,101257,7,0,High Risk
5.23,61,0,79070,4,-1,High Risk
4.26,89,1,69799,2,1,Suspended
3.3,54,1,22875,4,1,High Risk
8.7,67,1,147821,9,0,Medium Risk
5.55,65,7,148736,2,0,Suspended
9.23,43,6,100179,1,1,Suspended
4.22,69,0,92427,9,1,High Risk
6.86,55,7,120373,6,1,High Risk
8.87,48,6,137463,1,-1,Suspended
4.58,39,0,133491,6,-1,Dropout
4.85,35,0,17038,3,1,Dropout
5.85,43,1,43948,4,0,Medium Risk
8.2,31,0,78607,6,-1,Dropout
4.7,44,2,94335,5,-1,High Risk
4.41,73,7,99846,5,1,High Risk
6.23,47,4,68951,4,0,Medium Risk
7.81,70,0,27175,8,-1,High Risk
9.56,86,7,78513,2,1,Suspended
6.43,72,1,26040,7,-1,High Risk
3.85,97,7,13811,4,-1,Dropout
7.44,55,6,83062,6,1,High Risk
6.69,82,0,14595,7,0,Low Risk
4.94,97,3,29405,2,0,Suspended
4.83,53,2,20662,4,1,High Risk
8.42,88,7,93205,2,0,Suspended
7.59,56,0,91527,9,1,Medium Risk
9.75,47,3,22210,7,-1,High Risk
4.55,83,4,13052,9,1,High Risk
5.94,43,4,148312,8,1,Medium Risk
6.06,32,6,26375,8,-1,Dropout
2.81,48,1,37597,2,0,Suspended
8.65,85,0,50274,3,0,Low Risk
5.4,57,2,35370,4,-1,High Risk
3.96,80,6,75180,7,1,Dropout
2.64,87,7,45481,2,0,Dropout
2.2,45,4,105737,2,-1,Suspended
5.61,52,2,106368,4,1,Medium Risk
2.51,52,6,82008,8,-1,Dropout
5.53,84,4,90591,8,1,Medium Risk
2.95,55,0,62798,9,1,High Risk
7.05,94,4,20248,6,-1,High Risk
7.51,69,6,48533,6,1,High Risk
2.99,59,1,52082,3,0,High Risk
2.55,59,4,31797,8,1,High Risk
5.11,58,7,148260,1,-1,Suspended
2.7,86,6,15285,4,-1,Dropout
7.98,30,1,47822,5,1,Dropout
5.86,84,6,73853,4,1,High Risk
6.49,68,3,19675,7,1,Medium Risk
7.54,62,3,15267,8,1,Medium Risk
3.48,60,5,142053,9,-1,High Risk
6.09,92,6,130591,2,0,Suspended
8.59,67,1,85911,4,-1,High Risk
4.12,72,7,35835,6,1,High Risk
5.2,37,0,23200,4,-1,Dropout
5.72,73,0,101685,3,1,Medium Risk
3.09,35,3,117938,9,-1,Dropout
8.71,88,5,54763,4,0,High Risk
2.44,74,1,51457,9,0,High Risk
4.62,79,6,28300,6,1,High Risk
4.39,84,4,44404,5,1,High Risk
8.25,86,7,105259,4,0,High Risk
3.35,97,5,116759,8,1,High Risk
5.1,46,7,69967,2,0,Suspended
6.81,45,4,69263,4,-1,High Risk
5.46,56,6,86968,4,1,High Risk
3.31,79,4,48400,8,-1,High Risk
9.37,57,5,15969,6,-1,High Risk
5.67,79,2,57940,2,1,Suspended
8.45,36,3,148939,4,1,Dropout
6.2,55,4,47869,1,-1,Suspended
6.0,56,0,142783,8,0,Medium Risk
7.5,52,6,65535,9,1,High Risk
7.68,72,7,78358,3,1,High Risk
6.79,68,7,85205,9,-1,High Risk
9.44,91,7,77839,6,0,High Risk
3.0,43,7,117252,8,1,Dropout
7.67,33,1,128819,2,1,Dropout
3.29,91,7,58786,7,0,Dropout
6.2,78,7,142583,2,1,Suspended
4.47,79,0,110919,9,1,High Risk
4.85,94,1,144332,4,0,High Risk
4.09,63,4,149227,8,-1,High Risk
3.38,97,6,83352,5,0,Dropout
7.9,72,1,33384,9,1,Low Risk
5.76,53,2,139587,3,-1,High Risk
3.52,91,2,12387,1,0,Suspended
7.87,85,4,100450,6,1,Low Risk
3.36,50,0,88591,6,0,High Risk
6.73,58,7,108752,1,0,Suspended
2.24,48,4,77156,1,0,Suspended
2.37,82,0,84855,1,1,Suspended
4.03,94,4,36437,2,1,Suspended
9.8,34,4,21467,3,0,Dropout
4.11,44,6,95180,4,-1,High Risk
5.45,75,6,106319,3,-1,High Risk
7.51,54,5,102969,9,1,High Risk
7.59,51,4,144974,9,-1,High Risk
4.94,69,2,68473,1,0,Suspended
5.19,89,5,128384,6,0,High Risk
5.2,61,7,120090,7,1,High Risk
2.69,41,2,118139,6,1,High Risk
6.65,34,2,20745,9,1,Dropout
4.0,66,5,58566,3,1,High Risk
7.46,93,3,127353,2,0,Suspended
5.18,49,1,143768,6,-1,High Risk
2.2,88,4,139576,6,-1,High Risk
9.56,50,6,16641,9,1,High Risk
6.42,35,4,125123,8,0,Dropout
5.13,98,5,133795,7,1,High Risk
8.93,31,6,89036,9,0,Dropout
6.88,34,7,111124,1,0,Dropout
3.05,48,7,11301,2,-1,Dropout
2.9,85,0,67033,9,0,High Risk
2.3,74,7,82781,8,0,Dropout
2.51,36,3,66289,5,-1,Dropout
3.93,73,2,62165,4,-1,High Risk
4.92,81,5,43939,8,1,High Risk
7.42,48,7,65008,2,-1,Suspended
2.62,90,4,69314,6,-1,High Risk
4.36,48,6,130120,3,1,High Risk
6.59,81,3,36883,6,-1,High Risk
3.25,90,2,118982,8,-1,High Risk
8.94,73,3,27745,7,0,Low Risk
7.02,44,7,138513,2,1,Suspended
2.2,49,0,114817,3,1,High Risk
5.28,90,3,119762,8,1,Medium Risk
5.28,36,1,37476,6,0,Dropout
5.75,74,1,25668,9,1,Medium Risk
9.53,78,1,69402,2,1,Suspended
9.25,44,2,69739,9,-1,High Risk
8.82,30,2,25305,2,0,Dropout
4.46,34,3,68817,2,0,Dropout
2.72,57,1,144902,1,0,Suspended
5.21,65,7,46855,4,0,High Risk
6.44,99,5,126360,5,-1,High Risk
5.12,69,7,19475,9,-1,High Risk
7.29,34,2,90730,8,-1,Dropout
3.36,36,7,73303,3,1,Dropout
6.04,68,5,145162,3,-1,High Risk
3.08,48,6,18382,7,1,Dropout
7.27,47,0,57801,6,0,Medium Risk
5.08,39,4,33798,4,-1,Dropout
9.26,39,4,66878,7,0,Dropout
2.39,33,3,113536,3,-1,Dropout
2.26,97,0,16734,9,-1,High Risk
8.48,48,3,134478,1,1,Suspended
2.12,55,3,30373,6,0,High Risk
3.99,67,2,107449,4,1,High Risk
2.95,63,6,76600,9,-1,Dropout
5.01,61,7,70945,1,-1,Suspended
8.26,65,0,58022,8,-1,High Risk
4.9,46,6,61782,1,0,Suspended
7.62,44,4,45342,2,0,Suspended
2.38,50,6,60021,2,1,Dropout
6.31,50,3,87017,2,0,Suspended
8.2,63,3,100450,9,1,Medium Risk
3.02,92,3,67228,8,-1,High Risk
4.97,65,4,105719,3,0,High Risk
2.82,52,7,133120,7,-1,Dropout
7.73,43,5,115922,3,0,High Risk
8.44,91,2,72014,4,0,Low Risk
2.56,53,5,86830,6,1,High Risk
2.81,96,2,22699,2,-1,Suspended
6.05,39,0,18163,3,-1,Dropout
5.3,73,4,14920,5,-1,High Risk
3.6,80,4,60235,3,-1,High Risk
8.93,35,0,76635,6,-1,Dropout
8.05,85,2,16402,6,0,Low Risk
4.98,50,1,25065,8,0,High Risk
8.13,99,6,47851,1,0,Suspended
8.02,66,6,69696,2,-1,Suspended
4.7,51,6,94358,9,-1,High Risk
3.26,72,3,63294,2,1,Suspended
8.49,98,2,41644,2,-1,Suspended
9.48,65,7,98747,3,0,High Risk
4.57,43,6,34276,3,1,High Risk
2.67,44,0,134086,7,0,High Risk
6.38,71,3,11532,6,-1,High Risk
3.36,48,6,62168,4,-1,Dropout
6.44,37,7,89239,3,1,Dropout
6.18,87,5,73176,4,-1,High Risk
6.86,99,6,45572,5,0,High Risk
4.35,47,3,107540,1,0,Suspended
9.71,98,6,133482,8,-1,High Risk
2.94,57,7,45764,4,0,Dropout
7.16,82,7,34940,1,-1,Suspended
2.41,79,7,18573,3,-1,Dropout
5.33,35,3,148294,8,1,Dropout
2.08,52,6,116399,1,-1,Dropout
2.86,88,4,129090,5,1,High Risk
5.61,35,2,141583,3,1,Dropout
3.78,67,2,46244,6,0,High Risk
6.32,68,6,103566,5,-1,High Risk
4.85,37,4,53634,8,-1,Dropout
6.26,88,6,66630,5,0,High Risk
8.88,68,6,62236,7,1,High Risk
3.08,74,4,101426,3,1,High Risk
7.94,80,5,148515,6,-1,High Risk
8.86,55,1,90294,4,0,Medium Risk
2.37,81,5,106917,5,-1,High Risk
5.71,72,1,40412,9,-1,High Risk
3.03,70,5,19280,2,0,Suspended
3.54,31,7,120065,3,0,Dropout
2.4,78,7,10987,5,1,Dropout
2.84,45,7,58231,9,0,Dropout
7.7,81,6,31584,8,0,High Risk
8.71,60,4,125391,5,-1,High Risk
9.37,63,2,109254,3,-1,High Risk
8.53,75,5,37426,1,0,Suspended
7.37,33,4,119211,2,0,Dropout
4.44,88,1,100042,8,0,High Risk
7.61,80,0,53290,3,0,Low Risk
8.57,90,5,147892,1,0,Suspended
2.03,93,6,53098,8,1,Dropout
2.86,60,6,54345,7,0,Dropout
5.35,51,2,74334,3,1,Medium Risk
2.68,77,0,100352,8,0,High Risk
6.51,39,1,72244,4,-1,Dropout
3.49,64,4,25115,4,0,High Risk
3.55,31,2,16416,2,0,Dropout
7.37,82,0,140364,4,-1,High Risk
8.38,60,6,90382,2,1,Suspended
6.79,51,6,64486,3,1,High Risk
4.52,69,0,149558,8,0,High Risk
8.51,56,3,53336,7,-1,High Risk
5.11,91,1,102995,6,0,Medium Risk
2.77,46,4,107047,7,-1,High Risk
4.93,41,4,86034,5,0,High Risk
4.0,88,3,120853,2,-1,Suspended
4.85,90,3,115722,4,-1,High Risk
5.71,89,3,17464,7,-1,High Risk
5.62,94,5,30927,2,0,Suspended
8.13,34,1,44370,1,0,Dropout
6.32,32,4,45416,8,1,Dropout
5.07,79,4,105049,7,1,Medium Risk
6.07,43,3,99627,2,-1,Suspended
8.78,68,3,19304,9,0,Medium Risk
9.27,84,1,136031,6,1,Low Risk
2.46,96,3,117772,9,1,High Risk
6.21,71,3,33404,1,1,Suspended
8.11,42,3,113182,4,1,Medium Risk
6.35,85,6,119699,3,0,High Risk
4.68,39,5,19388,4,-1,Dropout
7.64,58,6,89544,2,-1,Suspended
8.14,39,0,143451,3,-1,Dropout
2.87,51,7,33424,1,1,Dropout
4.53,44,3,80069,6,0,High Risk
8.89,62,1,87734,7,1,Medium Risk
2.03,95,5,13830,3,-1,High Risk
7.77,96,6,42419,7,-1,High Risk
8.67,74,7,38702,2,0,Suspended
6.45,91,7,14522,8,1,High Risk
9.52,73,1,17699,6,-1,High Risk
2.98,80,5,28179,2,1,Suspended
6.63,84,1,19496,4,1,Low Risk
8.32,41,0,104067,2,-1,Suspended
5.97,97,5,85033,1,1,Suspended
3.41,68,0,131075,7,-1,High Risk
6.41,79,6,78206,5,-1,High Risk
4.63,87,6,87173,6,1,High Risk
4.05,32,0,46622,5,0,Dropout
4.15,68,3,26312,2,0,Suspended
7.3,43,2,112555,7,1,Medium Risk
7.58,64,1,50430,4,0,Medium Risk
2.35,65,2,19879,8,-1,High Risk
9.5,51,7,53888,5,1,High Risk
6.02,59,6,125013,7,-1,High Risk
5.0,63,2,127219,9,-1,High Risk
9.31,60,2,123437,5,1,Medium Risk
9.05,61,1,144116,9,1,Medium Risk
3.7,68,7,63149,2,1,Dropout
4.29,62,6,127272,4,1,High Risk
6.69,75,4,22937,7,0,Low Risk
5.79,65,3,69919,2,0,Suspended
2.61,99,0,144845,9,0,High Risk
7.99,87,0,137872,8,0,Low Risk
5.94,92,2,140775,7,1,Medium Risk
6.11,86,1,109500,2,-1,Suspended
8.94,79,4,129006,1,0,Suspended
5.56,44,3,90107,5,1,Medium Risk
9.13,75,4,77963,6,1,Low Risk
7.43,80,2,33528,1,-1,Suspended
9.06,79,1,66333,6,1,Low Risk
2.9,32,1,126775,9,-1,Dropout
3.28,38,5,18724,9,0,Dropout
2.46,54,0,80333,9,-1,High Risk
6.45,53,1,90520,7,1,Medium Risk
3.31,48,3,34022,5,1,High Risk
5.86,51,1,48286,2,-1,Suspended
9.41,85,6,110960,2,0,Suspended
8.68,46,3,85937,9,-1,High Risk
5.14,84,1,42548,4,0,Medium Risk
7.88,96,3,24281,4,0,Low Risk
9.6,82,4,76846,1,0,Suspended
3.01,92,4,43236,2,-1,Suspended
8.28,58,0,27335,3,-1,High Risk
4.4,81,0,118558,2,1,Suspended
3.9,61,0,65491,4,-1,High Risk
3.68,94,7,118177,6,1,Dropout
2.66,95,0,69331,7,0,High Risk
8.37,72,2,97367,7,-1,High Risk
6.95,46,1,115626,1,1,Suspended
2.07,44,1,139327,3,1,High Risk
4.39,34,3,140223,5,0,Dropout
5.0,52,5,82204,9,-1,High Risk
7.58,86,4,103847,1,0,Suspended
7.0,46,3,149334,3,-1,High Risk
8.8,40,1,27153,4,-1,High Risk
3.38,69,6,38887,4,0,Dropout
2.9,48,2,22279,4,1,High Risk
2.82,52,6,92174,4,1,Dropout
6.02,69,0,143107,4,-1,High Risk
9.19,67,2,56627,7,1,Medium Risk
8.38,66,6,40694,6,1,High Risk
3.55,59,1,72461,2,0,Suspended
8.54,55,6,30998,5,-1,High Risk
8.58,42,0,107031,1,0,Suspended
5.33,77,6,104194,4,1,High Risk
8.35,92,7,66959,4,1,High Risk
8.16,53,7,45085,6,0,High Risk
7.91,90,0,101005,1,1,Suspended
2.63,52,4,104817,5,0,High Risk
7.59,45,2,131401,8,-1,High Risk
3.88,88,0,145008,1,0,Suspended
8.68,87,0,60859,4,-1,High Risk
5.68,75,2,66790,1,-1,Suspended
9.48,94,5,44593,5,1,High Risk
5.46,54,6,95140,3,1,High Risk
7.4,55,2,91673,5,-1,High Risk
2.75,68,2,25634,4,0,High Risk
3.77,59,5,29420,5,1,High Risk
3.58,77,5,74057,2,1,Suspended
8.82,77,6,127462,2,0,Suspended
8.42,82,0,27373,1,0,Suspended
2.16,37,6,36583,2,1,Dropout
7.8,61,7,141590,5,0,High Risk
5.25,60,1,134269,6,1,Medium Risk
3.87,81,3,116598,9,1,High Risk
4.13,73,7,16613,2,-1,Suspended
2.15,64,4,59057,3,0,High Risk
7.29,81,4,89199,2,1,Suspended
3.23,56,6,31536,4,1,Dropout
6.28,73,6,114663,1,-1,Suspended
7.86,95,6,50382,9,1,High Risk
3.23,95,5,27352,5,-1,High Risk
8.3,49,2,125957,5,-1,High Risk
6.6,99,2,20246,4,1,Low Risk
2.78,44,7,24860,6,1,Dropout
2.04,85,7,66550,2,0,Dropout
2.55,57,5,29283,7,1,High Risk
3.89,44,1,32695,9,-1,High Risk
5.34,98,6,11010,1,0,Suspended
8.4,55,1,74512,9,1,Medium Risk
8.53,31,5,79925,8,1,Dropout
6.5,35,2,54557,2,1,Dropout
5.49,96,1,87982,1,0,Suspended
2.24,73,6,130356,6,1,Dropout
3.86,96,5,135023,7,0,High Risk
3.53,61,4,69430,3,0,High Risk
2.75,32,0,133252,8,0,Dropout
6.08,91,1,73944,7,0,Medium Risk
8.32,55,2,97829,6,-1,High Risk
3.62,80,0,138514,2,0,Suspended
6.97,35,1,132668,6,1,Dropout
3.92,38,2,14758,4,0,Dropout
6.27,69,5,29728,7,0,High Risk
3.65,31,2,135019,3,-1,Dropout
6.42,82,5,139068,9,0,High Risk
3.91,64,1,114472,1,0,Suspended
7.14,50,1,64459,2,-1,Suspended
2.88,95,2,33118,2,0,Suspended
4.32,71,0,136675,6,1,High Risk
9.27,59,6,71589,9,0,High Risk
2.6,39,5,71683,6,1,Dropout
5.54,91,0,21154,7,0,Medium Risk
9.2,91,2,99170,5,0,Low Risk
6.78,97,0,26905,2,-1,Suspended
2.89,91,3,131132,1,0,Suspended
8.65,34,1,93537,5,-1,Dropout
5.7,98,0,33289,1,-1,Suspended
7.75,99,0,68900,7,1,Low Risk
2.57,56,7,141016,2,1,Dropout
8.1,39,5,97409,1,1,Dropout
6.27,73,5,59212,4,-1,High Risk
4.94,34,3,10037,7,1,Dropout
2.31,77,0,43241,3,0,High Risk
6.72,84,0,31383,4,-1,High Risk
8.94,82,1,32820,1,1,Suspended
7.57,58,6,138544,7,-1,High Risk
5.38,86,1,40284,4,0,Medium Risk
9.12,66,6,51516,8,-1,High Risk
3.37,34,3,76640,7,1,Dropout
9.01,31,6,97007,3,-1,Dropout
6.81,59,1,98578,3,1,Medium Risk
8.72,39,4,133001,1,0,Dropout
4.56,91,6,34512,8,1,High Risk
4.96,37,3,81152,8,-1,Dropout
8.63,70,3,73960,3,-1,High Risk
3.65,40,3,96861,6,-1,High Risk
4.6,65,1,60701,9,-1,High Risk
2.71,85,5,87952,7,-1,High Risk
2.07,92,0,58322,1,-1,Suspended
8.05,59,7,92720,6,0,High Risk
6.46,33,6,131270,9,-1,Dropout
5.21,81,4,87259,1,-1,Suspended
3.32,76,1,15397,6,0,High Risk
2.61,50,6,11130,6,0,Dropout
7.78,53,0,61786,8,1,Medium Risk
7.04,31,6,29874,4,0,Dropout
9.69,33,7,79381,9,0,Dropout
2.63,96,7,130026,2,1,Dropout
2.75,98,7,129599,6,1,Dropout
9.72,56,3,42959,9,-1,High Risk
7.61,37,5,110245,5,1,Dropout
2.1,52,4,27412,7,1,High Risk
8.97,37,6,25873,6,1,Dropout
3.57,97,7,59757,3,1,Dropout
9.11,82,4,15462,1,1,Suspended
8.88,73,0,46230,3,-1,High Risk
3.47,68,2,40750,9,-1,High Risk
8.6,94,0,134158,2,-1,Suspended
3.22,70,3,109272,2,1,Suspended
9.09,48,5,23368,2,1,Suspended
5.87,31,2,78895,9,0,Dropout
8.04,49,3,25624,8,1,Medium Risk
3.16,92,7,20108,3,-1,Dropout
6.43,77,7,148232,4,1,High Risk
7.41,50,7,71934,7,0,High Risk
6.48,44,5,58951,1,-1,Suspended
8.43,49,7,32343,1,0,Suspended
9.49,78,0,25784,7,-1,High Risk
6.57,98,6,71217,1,1,Suspended
6.97,88,1,18177,4,1,Low Risk
2.56,71,4,23418,7,-1,High Risk
2.96,76,3,27533,2,-1,Suspended
2.79,72,1,43519,1,-1,Suspended
7.39,90,0,93460,9,-1,High Risk
4.07,67,0,21273,5,-1,High Risk
6.04,40,7,53095,7,0,High Risk
2.49,39,0,110782,4,1,Dropout
5.77,91,5,137716,2,0,Suspended
5.99,42,0,107694,9,0,Medium Risk
6.5,41,4,91526,8,0,Medium Risk
5.6,65,6,96437,6,-1,High Risk
8.17,88,3,108979,1,1,Suspended
7.69,32,4,118122,5,1,Dropout
9.72,64,5,78038,6,0,High Risk
3.7,36,3,71526,9,0,Dropout
7.31,58,6,122168,3,0,High Risk
4.73,70,2,42398,6,1,High Risk
8.2,51,1,111967,2,1,Suspended
3.65,84,1,62664,5,0,High Risk
8.27,91,1,141809,6,1,Low Risk
9.15,54,3,124286,7,-1,High Risk
7.11,83,7,82618,6,-1,High Risk
2.62,71,7,17837,5,-1,Dropout
4.32,92,6,40346,7,-1,High Risk
2.56,84,6,40723,1,0,Dropout
4.67,34,3,46523,7,0,Dropout
4.53,59,6,62776,4,-1,High Risk
3.51,74,6,80227,7,1,Dropout
5.32,61,5,129133,5,-1,High Risk
6.72,54,4,135332,3,1,Medium Risk
7.17,55,5,13048,3,0,High Risk
4.98,82,0,21957,5,-1,High Risk
6.54,43,0,109770,1,1,Suspended
5.93,58,0,76714,8,1,Medium Risk
2.75,80,4,85503,9,1,High Risk
7.9,81,5,109423,5,0,High Risk
7.97,53,4,96706,2,0,Suspended
5.86,36,7,67391,7,-1,Dropout
4.16,32,5,34067,4,0,Dropout
5.01,80,0,87712,1,0,Suspended
8.06,56,2,50151,8,0,Medium Risk
4.17,39,0,60588,8,0,Dropout
8.45,50,6,19623,9,0,High Risk
8.71,49,7,91897,4,0,High Risk
2.31,51,0,39767,4,1,High Risk
7.61,54,4,87015,7,-1,High Risk
7.82,71,1,35345,4,-1,High Risk
2.41,50,7,149729,8,0,Dropout
5.08,86,6,28423,5,-1,High Risk
9.35,47,2,140443,3,-1,High Risk
2.06,39,6,29763,2,1,Dropout
7.61,68,7,148876,6,0,High Risk
8.52,78,4,126585,8,-1,High Risk
3.7,63,7,20680,5,0,Dropout
7.15,64,5,117255,8,-1,High Risk
3.3,90,2,69790,6,1,High Risk
4.92,51,7,84874,6,1,High Risk
7.33,73,2,55013,6,-1,High Risk
7.43,44,5,143932,4,0,High Risk
4.22,48,0,33055,8,-1,High Risk
7.63,47,2,66317,2,1,Suspended
8.22,88,3,118333,6,1,Low Risk
3.31,60,4,74873,6,-1,High Risk
8.07,58,0,134814,9,-1,High Risk
2.66,33,3,65535,9,-1,Dropout
5.96,96,1,145824,2,1,Suspended
5.05,61,6,139128,3,0,High Risk
5.65,95,6,98567,5,1,High Risk
2.65,56,7,72726,6,0,Dropout
5.81,87,0,62077,8,0,Medium Risk
4.51,97,0,120174,9,1,High Risk
8.47,64,6,61524,5,-1,High Risk
7.23,43,1,24620,8,0,Medium Risk
4.54,58,3,73410,5,-1,High Risk
6.23,81,7,93794,4,-1,High Risk
4.41,72,6,19218,6,0,High Risk
4.67,79,5,73721,5,0,High Risk
7.95,76,4,30243,7,-1,High Risk
6.23,44,0,10050,3,0,Medium Risk
4.8,35,4,48516,6,-1,Dropout
5.83,80,5,36240,7,1,High Risk
3.9,46,4,95965,5,0,High Risk
8.37,58,5,104330,6,1,High Risk
6.65,74,1,51936,5,1,Low Risk
2.79,34,5,33758,4,-1,Dropout
3.56,39,5,35622,1,0,Dropout
6.77,70,6,95163,6,0,High Risk
8.19,97,6,70012,3,0,High Risk
6.88,73,3,34642,3,0,Low Risk
5.12,80,4,146763,1,1,Suspended
8.96,97,6,97087,8,-1,High Risk
9.46,36,4,44571,1,1,Dropout
5.2,32,2,124053,6,1,Dropout
4.27,47,5,132428,8,-1,High Risk
6.06,69,7,100388,5,1,High Risk
8.46,56,5,122666,9,-1,High Risk
4.9,73,2,71726,5,-1,High Risk
9.08,46,6,66143,4,0,High Risk
8.76,57,0,131657,9,1,Medium Risk
7.86,91,2,62330,1,0,Suspended
5.21,57,5,78207,2,0,Suspended
8.8,32,6,109251,5,-1,Dropout
3.53,38,3,97846,5,-1,Dropout
6.48,93,7,137957,4,-1,High Risk
6.48,38,1,132377,9,0,Dropout
3.9,89,6,29050,6,0,Dropout
5.95,76,4,102661,5,0,Medium Risk
9.16,91,6,100155,4,0,High Risk
5.44,76,2,73576,7,1,Medium Risk
6.32,93,3,52325,8,1,Medium Risk
6.85,73,1,93324,6,-1,High Risk
7.25,54,5,107294,9,1,High Risk
6.12,37,2,63452,4,0,Dropout
8.63,50,3,148091,1,1,Suspended
2.94,85,0,58425,7,0,High Risk
9.79,82,7,113716,2,0,Suspended
3.06,92,2,39692,7,1,High Risk
9.38,51,4,32925,5,-1,High Risk
7.62,94,4,29192,4,1,Low Risk
4.29,60,1,62243,7,0,High Risk
5.46,54,6,33958,4,0,High Risk
2.05,81,3,15833,6,0,High Risk
2.87,62,3,14073,4,-1,High Risk
5.76,38,6,104961,3,0,Dropout
3.51,91,1,18469,3,1,High Risk
6.82,77,7,76504,5,1,High Risk
7.77,42,3,107556,9,-1,High Risk
7.96,77,5,144206,4,-1,High Risk
6.54,47,2,106102,4,0,Medium Risk
3.89,73,1,89737,2,1,Suspended
3.99,30,7,33461,7,-1,Dropout
4.52,46,2,75470,1,1,Suspended
6.24,38,7,116887,8,-1,Dropout
9.11,30,6,58216,2,0,Dropout
9.65,75,4,121641,8,1,Low Risk
4.57,51,1,112379,7,1,High Risk
8.4,70,5,51150,4,-1,High Risk
4.82,47,6,101269,8,-1,High Risk
4.1,87,3,147649,4,-1,High Risk
6.88,63,1,93138,8,1,Medium Risk
4.13,48,1,93197,3,0,High Risk
9.56,83,5,92864,7,0,High Risk
4.78,89,2,27580,8,0,High Risk
3.28,69,7,92455,3,-1,Dropout
3.6,95,3,27333,5,1,High Risk
4.92,90,1,112528,6,1,High Risk
8.26,74,4,100480,1,0,Suspended
6.1,32,5,130384,4,-1,Dropout
3.53,39,7,111986,7,1,Dropout
3.15,95,6,50264,1,0,Dropout
2.17,47,6,138145,8,1,Dropout
9.21,50,5,13143,2,0,Suspended
4.05,97,5,49916,3,1,High Risk
2.52,42,0,77782,4,0,High Risk
5.98,77,0,51559,3,-1,High Risk
5.38,67,1,13569,6,0,Medium Risk
9.14,97,0,127431,8,1,Low Risk
3.6,93,4,103550,2,0,Suspended
7.4,42,2,108812,8,-1,High Risk
3.71,85,5,39858,3,1,High Risk
4.32,73,5,66869,6,-1,High Risk
2.87,55,4,123532,5,-1,High Risk
2.52,78,2,65333,9,0,High Risk
2.57,73,4,124501,1,-1,Suspended
4.47,44,1,123104,3,1,High Risk
3.45,84,4,93568,4,0,High Risk
4.39,48,3,28077,7,0,High Risk
8.67,56,0,17048,9,0,Medium Risk
2.25,63,2,149781,2,1,Suspended
4.81,57,4,96728,8,1,High Risk
4.17,85,2,96569,2,1,Suspended
8.63,82,1,143661,9,1,Low Risk
